,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Dylan Osetkowski,42,8,21,.381,1,8,.125,7,13,.538,2,3,.667,3,6,9,1,2,0,1,0,25
1,Matt Coleman,41,4,11,.364,4,7,.571,0,4,.000,4,4,1.000,2,5,7,9,0,0,2,1,12
2,Mohamed Bamba,38,4,8,.500,3,6,.500,1,2,.500,1,2,.500,2,14,16,0,0,4,2,3,10
3,Kerwin Roach II,29,1,4,.250,0,3,.000,1,1,1.000,1,2,.500,0,0,0,1,1,0,4,5,4
4,Jacob Young,8,0,4,.000,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,0,0
5,Eric Davis Jr.,32,6,10,.600,4,5,.800,2,5,.400,1,3,.333,1,4,5,2,1,0,0,2,15
6,Jase Febres,15,0,3,.000,0,0,,0,3,.000,0,0,,0,0,0,1,0,0,1,0,0
7,Andrew Jones,11,2,3,.667,0,1,.000,2,2,1.000,2,2,1.000,0,0,0,0,1,0,1,2,8
8,Jericho Sims,8,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
9,Royce Hamm Jr.,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
