,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ky Bowman,37,8,18,.444,4,6,.667,4,12,.333,1,3,.333,1,3,4,5,1,0,3,3,21
1,Jerome Robinson,36,6,13,.462,3,7,.429,3,6,.500,0,0,,0,1,1,3,1,0,0,2,15
2,Jordan Chatman,35,4,12,.333,1,5,.200,3,7,.429,0,0,,0,0,0,2,0,0,0,1,11
3,Steffon Mitchell,32,3,6,.500,1,2,.500,2,4,.500,3,4,.750,5,5,10,2,0,2,1,1,11
4,Nik Popovic,16,2,7,.286,2,7,.286,0,0,,0,0,,0,3,3,2,1,0,0,1,4
5,Johncarlos Reyes,17,0,1,.000,0,1,.000,0,0,,1,2,.500,1,2,3,1,1,1,0,3,1
6,Lucas Kraljevic,13,1,1,1.000,1,1,1.000,0,0,,0,0,,1,1,2,2,0,1,1,4,2
7,Vin Baker Jr.,6,0,2,.000,0,0,,0,2,.000,1,2,.500,0,0,0,0,0,0,0,0,1
8,Avery Wilson,4,0,0,,0,0,,0,0,,0,2,.000,0,0,0,0,0,0,0,0,0
9,Gordon Gehan,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
10,Ervins Meznieks,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
