,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Josh Brown,36,2,11,.182,2,10,.200,0,1,.000,2,2,1.000,3,8,11,2,0,1,0,0,6
1,Quinton Rose,30,1,6,.167,1,3,.333,0,3,.000,0,0,,0,1,1,3,3,1,2,1,2
2,Shizz Alston Jr.,29,4,8,.500,2,4,.500,2,4,.500,2,3,.667,0,0,0,0,1,0,2,0,12
3,Obi Enechionyia,28,4,11,.364,1,3,.333,3,8,.375,3,5,.600,3,5,8,0,0,0,1,3,14
4,Ernest Aflakpui,26,4,6,.667,4,6,.667,0,0,,0,0,,3,1,4,2,1,0,2,5,8
5,Alani Moore II,14,0,1,.000,0,0,,0,1,.000,3,3,1.000,0,0,0,2,2,0,1,1,3
6,De'Vondre Perry,14,1,7,.143,1,3,.333,0,4,.000,0,0,,3,2,5,0,0,2,1,2,2
7,Nate Pierre-Louis,12,2,6,.333,1,4,.250,1,2,.500,1,1,1.000,0,1,1,0,2,0,0,3,6
8,Damion Moore,10,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0
9,J.P. Moorman,1,0,0,,0,0,,0,0,,0,0,,1,0,1,0,1,0,0,1,0
