,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Marcus Jackson,37,3,7,.429,0,1,.000,3,6,.500,1,2,.500,0,4,4,5,2,1,3,0,10
1,Max Heidegger,36,7,14,.500,7,12,.583,0,2,.000,13,16,.813,0,3,3,3,1,0,5,4,27
2,Leland King II,34,6,9,.667,4,5,.800,2,4,.500,6,6,1.000,1,4,5,1,0,0,3,4,20
3,Jalen Canty,33,3,4,.750,3,4,.750,0,0,,6,8,.750,3,7,10,1,1,4,2,4,12
4,Gabe Vincent,23,2,5,.400,2,4,.500,0,1,.000,0,0,,0,0,0,1,0,0,4,5,4
5,Christian Terrell,23,1,1,1.000,0,0,,1,1,1.000,1,2,.500,1,2,3,0,0,2,1,1,4
6,Alex Hart,5,1,1,1.000,1,1,1.000,0,0,,1,1,1.000,1,2,3,0,0,0,0,0,3
7,Maxwell Kupchak,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,2,0
8,Ami Lakoju,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,4,0
9,Brandon Davis,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0
