,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,James Demery,35,6,17,.353,6,16,.375,0,1,.000,2,3,.667,1,4,5,0,1,1,2,1,14
1,Chris Clover,27,5,11,.455,5,11,.455,0,0,,2,2,1.000,1,3,4,1,0,1,1,2,12
2,Shavar Newkirk,26,4,13,.308,2,5,.400,2,8,.250,0,0,,0,2,2,2,0,0,1,3,10
3,Pierfrancesco Oliva,21,1,1,1.000,1,1,1.000,0,0,,0,1,.000,0,2,2,0,1,0,2,1,2
4,Anthony Longpr\xE9,17,0,3,.000,0,1,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0
5,Taylor Funk,28,5,9,.556,2,2,1.000,3,7,.429,0,0,,0,3,3,2,0,1,2,1,13
6,Nick Robinson,22,0,4,.000,0,4,.000,0,0,,2,2,1.000,4,2,6,3,1,0,1,2,2
7,Lorenzo Edwards,22,0,5,.000,0,0,,0,5,.000,0,0,,1,1,2,0,2,0,0,2,0
8,Michael Booth,1,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
9,Kyle Thompson,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
