,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zjori Bosha,39,4,9,.444,4,7,.571,0,2,.000,2,4,.500,3,5,8,1,1,0,0,3,10
1,Joey Frenchwood,36,3,8,.375,3,6,.500,0,2,.000,7,8,.875,0,6,6,5,2,0,8,2,13
2,Colton Weisbrod,30,4,6,.667,3,5,.600,1,1,1.000,0,1,.000,1,3,4,0,0,0,3,4,9
3,Josh Nzeakor,23,0,4,.000,0,4,.000,0,0,,3,4,.750,1,3,4,2,1,0,0,4,3
4,James Harrison,12,2,7,.286,0,1,.000,2,6,.333,0,0,,0,1,1,0,0,1,0,0,6
5,Nick Garth,28,8,17,.471,2,5,.400,6,12,.500,1,2,.500,0,2,2,0,0,0,1,0,23
6,Avery Sullivan,13,0,1,.000,0,1,.000,0,0,,0,0,,1,2,3,0,1,0,0,2,0
7,T.J. Atwood,10,3,4,.750,2,3,.667,1,1,1.000,0,0,,1,2,3,0,0,1,1,0,7
8,Torey Noel,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,2,0,0,1,1,0
9,Jordan Foster,4,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,3,0
10,Da'Shawn Robinson,1,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
