,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ian Dubose,32,2,9,.222,1,5,.200,1,4,.250,2,4,.500,0,3,3,0,2,1,0,1,7
1,Braxton Bonds,32,2,9,.222,2,8,.250,0,1,.000,0,0,,2,4,6,4,2,0,2,4,4
2,David Caraher,31,7,13,.538,4,5,.800,3,8,.375,2,2,1.000,1,6,7,0,0,0,2,1,19
3,Josh Ibarra,26,3,6,.500,3,6,.500,0,0,,2,4,.500,1,4,5,2,0,1,6,4,8
4,William Gates Jr.,22,2,6,.333,2,5,.400,0,1,.000,0,0,,0,3,3,0,0,0,0,1,4
5,Oliver Lynch-Daniels,13,0,5,.000,0,2,.000,0,3,.000,0,0,,0,0,0,1,2,0,1,2,0
6,Jalon Gates,12,0,3,.000,0,0,,0,3,.000,3,4,.750,1,1,2,0,0,0,0,1,3
7,Philip McKenzie,11,2,5,.400,2,5,.400,0,0,,0,0,,4,0,4,0,0,0,0,0,4
8,Edward Hardt,7,2,4,.500,2,4,.500,0,0,,0,0,,2,1,3,0,0,0,2,2,4
9,Tim Myles,7,0,1,.000,0,1,.000,0,0,,2,2,1.000,0,1,1,0,1,0,1,3,2
10,Chukuka Emili,7,0,2,.000,0,0,,0,2,.000,0,0,,0,1,1,0,1,1,4,0,0
