,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Christian James,33,4,10,.400,3,4,.750,1,6,.167,6,6,1.000,1,2,3,3,1,0,0,2,15
1,Trae Young,32,5,19,.263,4,10,.400,1,9,.111,4,4,1.000,2,3,5,6,3,1,2,2,15
2,Kameron McGusty,30,6,12,.500,2,5,.400,4,7,.571,2,2,1.000,1,1,2,0,0,0,1,1,18
3,Kristian Doolittle,25,3,8,.375,3,7,.429,0,1,.000,0,1,.000,2,8,10,0,1,1,0,2,6
4,Khadeem Lattin,15,0,1,.000,0,1,.000,0,0,,1,2,.500,1,3,4,0,1,1,0,5,1
5,Jamuni McNeace,19,4,6,.667,4,6,.667,0,0,,0,0,,1,8,9,0,1,1,2,4,8
6,Brady Manek,16,4,7,.571,3,4,.750,1,3,.333,0,0,,2,2,4,0,0,0,0,2,9
7,Rashard Odomes,12,3,5,.600,3,5,.600,0,0,,3,5,.600,0,1,1,1,0,0,0,2,9
8,Jordan Shepherd,8,0,1,.000,0,0,,0,1,.000,0,0,,0,2,2,1,0,0,0,1,0
9,Ty Lazenby,3,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
10,Matt Freeman,3,0,1,.000,0,0,,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0
11,Patrick Geha,2,0,1,.000,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
12,Hannes Polla,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
