,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jashaun Agosto,38,7,12,.583,5,8,.625,2,4,.500,3,4,.750,0,8,8,3,1,0,3,2,19
1,Raiquan Clark,35,5,10,.500,5,10,.500,0,0,,2,3,.667,3,8,11,2,0,1,4,1,12
2,Joel Hernandez,32,11,22,.500,10,18,.556,1,4,.250,2,2,1.000,2,4,6,4,0,1,4,3,25
3,Julian Batts,29,3,6,.500,2,3,.667,1,3,.333,2,2,1.000,0,3,3,2,1,0,0,0,9
4,Julius Van Sauers,20,1,4,.250,1,2,.500,0,2,.000,0,0,,1,6,7,2,0,0,1,2,2
5,Eral Penn,18,3,4,.750,3,4,.750,0,0,,0,0,,1,4,5,0,0,2,1,4,6
6,Jamall Robinson,11,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0
7,Raul Frias,10,3,3,1.000,1,1,1.000,2,2,1.000,0,0,,1,1,2,0,1,1,1,1,8
8,Zach Coleman,3,0,0,,0,0,,0,0,,0,0,,0,2,2,1,0,0,1,4,0
9,Ashtyn Bradley,2,0,1,.000,0,0,,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,0,2
10,Shyheim Hicks,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
