,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Trevon Bluiett,37,7,15,.467,4,9,.444,3,6,.500,3,4,.750,0,7,7,3,1,0,2,2,20
1,J.P. Macura,31,2,5,.400,2,4,.500,0,1,.000,2,2,1.000,2,2,4,2,1,0,1,1,6
2,Quentin Goodin,29,6,9,.667,6,9,.667,0,0,,4,4,1.000,1,3,4,4,4,1,5,2,16
3,Kaiser Gates,29,2,7,.286,0,1,.000,2,6,.333,0,0,,0,2,2,3,1,0,1,1,6
4,Tyrique Jones,21,3,5,.600,3,5,.600,0,0,,2,2,1.000,3,8,11,0,0,0,1,2,8
5,Sean O'Mara,16,5,6,.833,5,6,.833,0,0,,0,0,,0,2,2,0,0,0,0,1,10
6,Naji Marshall,15,4,6,.667,4,6,.667,0,0,,0,0,,0,1,1,0,0,0,0,2,8
7,Paul Scruggs,14,3,3,1.000,3,3,1.000,0,0,,1,3,.333,0,1,1,1,0,0,2,0,7
8,Kerem Kanter,6,1,1,1.000,1,1,1.000,0,0,,0,0,,1,2,3,0,0,0,1,2,2
9,Elias Harden,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
