,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Andre Fox,34,4,14,.286,2,7,.286,2,7,.286,4,8,.500,0,9,9,3,2,1,3,2,14
1,Jahaad Proctor,33,4,14,.286,2,9,.222,2,5,.400,1,2,.500,1,1,2,4,1,0,4,2,11
2,Justyn Mutts,32,3,5,.600,3,5,.600,0,0,,0,0,,1,5,6,0,0,1,0,4,6
3,Denny Slay,26,3,6,.500,1,2,.500,2,4,.500,0,0,,0,0,0,3,0,0,0,0,8
4,Jordan Whitehead,21,4,6,.667,4,6,.667,0,0,,1,1,1.000,4,0,4,0,0,2,0,2,9
5,Austin White,15,1,4,.250,1,4,.250,0,0,,1,1,1.000,0,0,0,0,0,0,1,2,3
6,Jamal Wright,12,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,0,1,2
7,Ricky Madison,12,1,1,1.000,1,1,1.000,0,0,,0,0,,1,2,3,1,0,0,0,0,2
8,Luke Vargo,8,1,1,1.000,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2
9,Cliff Thomas Jr.,7,2,2,1.000,2,2,1.000,0,0,,0,0,,0,1,1,0,0,1,1,1,4
