,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Peyton Aldridge,36,5,8,.625,4,6,.667,1,2,.500,0,0,,3,4,7,3,1,0,0,1,11
1,Jon Axel Gudmundsson,34,6,9,.667,3,4,.750,3,5,.600,3,6,.500,1,5,6,3,1,0,1,0,18
2,KiShawn Pritchett,33,2,4,.500,0,0,,2,4,.500,0,0,,1,1,2,9,0,0,3,1,6
3,Kellan Grady,31,5,8,.625,1,3,.333,4,5,.800,0,0,,0,3,3,3,1,0,0,1,14
4,Oskar Michelsen,18,5,7,.714,3,3,1.000,2,4,.500,1,2,.500,1,3,4,0,0,0,1,1,13
5,Will Magarity,20,3,9,.333,2,7,.286,1,2,.500,0,0,,0,1,1,3,1,1,0,1,7
6,Rusty Reigel,13,1,3,.333,0,1,.000,1,2,.500,0,0,,0,2,2,2,0,0,0,0,3
7,Bates Jones,4,0,3,.000,0,3,.000,0,0,,0,0,,2,1,3,2,0,0,0,0,0
8,Carter Collins,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,Malcolm Wynter,2,1,1,1.000,0,0,,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3
10,Cal Freundlich,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
11,Michael Brown,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
12,Jordan Watkins,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
