,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Zach Lewis,35,5,9,.556,1,3,.333,4,6,.667,2,4,.500,0,2,2,1,3,0,4,5,16
1,Rickey McGill,33,4,13,.308,3,8,.375,1,5,.200,7,9,.778,2,5,7,4,0,0,2,4,16
2,Deyshonee Much,33,4,12,.333,2,6,.333,2,6,.333,5,5,1.000,1,5,6,1,2,1,3,2,15
3,E.J. Crawford,29,4,9,.444,4,7,.571,0,2,.000,3,3,1.000,1,4,5,1,0,1,0,1,11
4,TK Edogi,22,5,10,.500,5,10,.500,0,0,,2,2,1.000,6,10,16,1,0,0,2,5,12
5,Roland Griffin,30,8,19,.421,8,17,.471,0,2,.000,4,6,.667,3,8,11,3,0,2,1,2,20
6,Schadrac Casimir,23,2,4,.500,1,2,.500,1,2,.500,1,1,1.000,1,1,2,3,0,0,1,1,6
7,Jan Svandrlik,18,0,5,.000,0,1,.000,0,4,.000,2,2,1.000,1,2,3,0,1,2,0,3,2
8,Gavin Kensmil,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,1,0
