,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,William Jackson II,34,6,13,.462,2,6,.333,4,7,.571,1,2,.500,0,3,3,4,0,1,0,2,17
1,Yante Maten,32,4,15,.267,3,10,.300,1,5,.200,8,8,1.000,3,4,7,0,2,1,5,3,17
2,Rayshaun Hammonds,20,1,5,.200,1,3,.333,0,2,.000,0,0,,0,5,5,0,0,0,1,2,2
3,Derek Ogbeide,17,2,6,.333,2,6,.333,0,0,,3,4,.750,2,5,7,2,0,0,0,3,7
4,E'Torrion Wilridge,10,1,2,.500,1,1,1.000,0,1,.000,0,0,,0,1,1,1,1,1,0,2,2
5,Nicolas Claxton,24,3,7,.429,2,5,.400,1,2,.500,0,3,.000,3,4,7,0,0,3,2,2,7
6,Tyree Crump,23,3,7,.429,2,2,1.000,1,5,.200,0,0,,0,1,1,1,0,0,2,3,7
7,Juwan Parker,18,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,3,3,0,0,0,0,2,5
8,Pape Diatta,12,0,1,.000,0,1,.000,0,0,,0,0,,1,2,3,1,0,0,1,1,0
9,TeShaun Hightower,8,2,4,.500,2,4,.500,0,0,,0,0,,0,3,3,2,0,0,0,1,4
10,Jordan Harris,2,0,0,,0,0,,0,0,,0,0,,1,0,1,1,0,0,1,1,0
