,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Dru Smith,38,2,3,.667,1,1,1.000,1,2,.500,3,5,.600,0,4,4,11,1,1,2,1,8
1,Ryan Taylor,36,8,16,.500,5,10,.500,3,6,.500,10,13,.769,0,0,0,3,2,0,2,0,29
2,Blake Simmons,35,4,10,.400,1,5,.200,3,5,.600,0,0,,0,0,0,1,0,0,2,3,11
3,Duane Gibson,33,5,8,.625,5,8,.625,0,0,,0,0,,2,2,4,1,1,1,2,2,10
4,Dalen Traore,24,3,6,.500,3,6,.500,0,0,,2,2,1.000,2,5,7,1,1,0,1,4,8
5,Dainius Chatkevicius,14,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,0,0,1,0,2,2
6,K.J. Riley,9,0,0,,0,0,,0,0,,0,0,,0,0,0,1,1,0,2,1,0
7,Solomon Hainna,8,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0
8,Noah Frederking,2,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0
9,John Hall,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
