,Name,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Joe Furstinger,30,2,5,.400,2,4,.500,0,1,.000,3,3,1.000,1,4,5,3,2,0,0,1,7
1,Dane Kuiper,24,7,10,.700,1,2,.500,6,8,.750,4,4,1.000,0,2,2,0,0,0,0,3,24
2,Antino Jackson,19,2,7,.286,1,4,.250,1,3,.333,0,0,,0,1,1,1,1,0,3,3,5
3,Makuach Maluach,12,2,5,.400,1,1,1.000,1,4,.250,0,0,,1,1,2,2,0,1,0,2,5
4,Jachai Simmons,10,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,0
5,Chris McNeal,28,2,9,.222,0,1,.000,2,8,.250,0,0,,1,3,4,2,1,0,3,3,6
6,Sam Logwood,26,3,10,.300,3,9,.333,0,1,.000,2,3,.667,3,1,4,5,0,0,0,1,8
7,Troy Simmons,24,4,10,.400,4,5,.800,0,5,.000,4,4,1.000,1,0,1,1,2,0,1,3,12
8,Anthony Mathis,16,2,4,.500,0,0,,2,4,.500,0,0,,0,0,0,0,0,0,0,2,6
9,Vladimir Pinchuk,11,0,2,.000,0,2,.000,0,0,,0,0,,1,0,1,0,0,1,0,1,0
